Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,temp_diff,power_proxy,wear_category,high_wear,high_torque,low_speed,strain_index,overheat,failure_mode_count
L,302.3,310.8,1511,48.1,24,0,0,0,0,0,0,0,8.5,7.6104,Fresh(0-50),0,1,0,0,0,0
L,302.3,310.8,1650,32.4,26,0,0,0,0,0,0,0,8.5,5.5979,Fresh(0-50),0,0,0,0,0,0
L,302.3,310.9,1412,48.9,28,0,0,0,0,0,0,0,8.6,7.23,Fresh(0-50),0,1,1,1,0,0
L,302.3,311.0,1528,43.1,30,0,0,0,0,0,0,0,8.7,6.896,Fresh(0-50),0,0,0,0,0,0
L,302.3,310.9,1459,35.0,32,0,0,0,0,0,0,0,8.6,5.3471,Fresh(0-50),0,0,0,0,0,0
L,302.3,310.9,1379,49.3,34,1,0,1,0,0,0,0,8.6,7.1188,Fresh(0-50),0,1,1,1,0,1
M,302.2,310.8,1356,48.3,36,0,0,0,0,0,0,1,8.6,6.8581,Fresh(0-50),0,1,1,1,0,0
M,302.1,310.8,1409,41.3,39,0,0,0,0,0,0,1,8.7,6.0934,Fresh(0-50),0,0,1,0,0,0
M,302.1,310.8,1504,37.5,42,0,0,0,0,0,0,1,8.7,5.9058,Fresh(0-50),0,0,0,0,0,0
L,302.1,310.8,1622,36.8,45,0,0,0,0,0,0,0,8.7,6.2502,Fresh(0-50),0,0,0,0,0,0
L,302.1,310.8,1786,25.7,47,0,0,0,0,0,0,0,8.7,4.8063,Fresh(0-50),0,0,0,0,0,0
L,302.2,310.9,1506,34.0,49,0,0,0,0,0,0,0,8.7,5.3617,Fresh(0-50),0,0,0,0,0,0
M,302.1,310.9,1916,23.1,51,0,0,0,0,0,0,1,8.8,4.6345,Low(51-100),0,0,0,0,0,0
M,302.2,310.9,1771,27.6,54,0,0,0,0,0,0,1,8.7,5.1183,Low(51-100),0,0,0,0,0,0
M,302.2,310.9,1488,44.2,57,0,0,0,0,0,0,1,8.7,6.8869,Low(51-100),0,0,0,0,0,0
L,302.2,310.9,1531,37.5,60,0,0,0,0,0,0,0,8.7,6.0118,Low(51-100),0,0,0,0,0,0
L,302.3,310.9,1529,33.4,62,0,0,0,0,0,0,0,8.6,5.3475,Low(51-100),0,0,0,0,0,0
M,302.4,311.0,1580,36.5,64,0,0,0,0,0,0,1,8.6,6.0387,Low(51-100),0,0,0,0,0,0
M,302.3,310.9,1360,44.0,67,1,0,1,0,0,0,1,8.6,6.266,Low(51-100),0,0,1,0,0,1
M,302.3,311.0,1546,35.5,70,0,0,0,0,0,0,1,8.7,5.7469,Low(51-100),0,0,0,0,0,0
M,302.3,310.9,1762,24.5,73,0,0,0,0,0,0,1,8.6,4.5203,Low(51-100),0,0,0,0,0,0
L,302.2,310.8,1350,56.6,76,0,0,0,0,0,0,0,8.6,8.001,Low(51-100),0,1,1,1,0,0
M,302.2,310.8,1562,38.1,78,0,0,0,0,0,0,1,8.6,6.2316,Low(51-100),0,0,0,0,0,0
M,302.1,310.7,1608,30.3,81,0,0,0,0,0,0,1,8.6,5.1018,Low(51-100),0,0,0,0,0,0
L,302.0,310.6,1392,50.0,84,0,0,0,0,0,0,0,8.6,7.288,Low(51-100),0,1,1,1,0,0
L,302.0,310.6,1467,44.9,86,0,0,0,0,0,0,0,8.6,6.8972,Low(51-100),0,0,0,0,0,0
M,302.1,310.6,1326,59.1,88,1,0,1,0,0,0,1,8.5,8.2059,Low(51-100),0,1,1,1,0,1
L,302.2,310.7,1769,24.9,91,0,0,0,0,0,0,0,8.5,4.6124,Low(51-100),0,0,0,0,0,0
L,302.1,310.6,1459,47.6,93,0,0,0,0,0,0,0,8.5,7.2721,Low(51-100),0,1,0,0,0,0
M,302.1,310.6,1421,52.0,95,0,0,0,0,0,0,1,8.5,7.7374,Low(51-100),0,1,1,1,0,0
L,302.1,310.7,1491,42.8,98,0,0,0,0,0,0,0,8.6,6.6822,Low(51-100),0,0,0,0,0,0
L,302.2,310.7,1567,36.4,100,0,0,0,0,0,0,0,8.5,5.9726,Low(51-100),0,0,0,0,0,0
L,302.3,310.8,1421,41.4,102,0,0,0,0,0,0,0,8.5,6.1601,Medium(101-150),0,0,1,0,0,0
L,302.3,310.9,1596,33.5,104,0,0,0,0,0,0,0,8.6,5.5985,Medium(101-150),0,0,0,0,0,0
M,302.4,311.0,1464,44.2,106,0,0,0,0,0,0,1,8.6,6.7758,Medium(101-150),0,0,0,0,0,0
M,302.3,310.9,1581,36.1,109,0,0,0,0,0,0,1,8.6,5.9763,Medium(101-150),0,0,0,0,0,0
L,302.3,310.9,1620,30.3,112,0,0,0,0,0,0,0,8.6,5.1399,Medium(101-150),0,0,0,0,0,0
H,302.2,310.7,1413,48.9,114,0,0,0,0,0,0,2,8.5,7.2352,Medium(101-150),0,1,1,1,0,0
H,302.3,310.8,1438,43.8,119,0,0,0,0,0,0,2,8.5,6.5952,Medium(101-150),0,0,0,0,0,0
M,302.4,310.9,1469,41.6,124,0,0,0,0,0,0,1,8.5,6.399,Medium(101-150),0,0,0,0,0,0
M,302.3,310.8,1762,27.8,127,0,0,0,0,0,0,1,8.5,5.1292,Medium(101-150),0,0,0,0,0,0
H,302.3,310.9,1366,48.4,130,1,0,1,0,0,0,2,8.6,6.923,Medium(101-150),0,1,1,1,0,1
L,302.3,310.9,1891,22.7,135,0,0,0,0,0,0,0,8.6,4.4948,Medium(101-150),0,0,0,0,0,0
M,302.3,310.9,1742,29.7,137,0,0,0,0,0,0,1,8.6,5.4175,Medium(101-150),0,0,0,0,0,0
M,302.2,310.9,1465,43.5,140,0,0,0,0,0,0,1,8.7,6.673,Medium(101-150),0,0,0,0,0,0
M,302.3,311.0,1541,36.6,143,0,0,0,0,0,0,1,8.7,5.9058,Medium(101-150),0,0,0,0,0,0
M,302.3,311.1,1295,57.1,146,0,0,0,0,0,0,1,8.8,7.7429,Medium(101-150),0,1,1,1,0,0
M,302.3,311.1,1435,43.1,149,0,0,0,0,0,0,1,8.8,6.4763,Medium(101-150),0,0,0,0,0,0
L,302.4,311.2,1466,43.9,152,0,0,0,0,0,0,0,8.8,6.739,High(151-200),0,0,0,0,0,0
L,302.4,311.2,1450,47.9,154,0,0,0,0,0,0,0,8.8,7.2728,High(151-200),0,1,0,0,0,0
L,302.4,311.1,1880,24.5,156,0,0,0,0,0,0,0,8.7,4.823,High(151-200),0,0,0,0,0,0
M,302.3,311.0,1578,33.5,158,0,0,0,0,0,0,1,8.7,5.5354,High(151-200),0,0,0,0,0,0
L,302.4,311.0,1610,33.1,161,0,0,0,0,0,0,0,8.6,5.5802,High(151-200),0,0,0,0,0,0
L,302.4,311.1,1565,42.8,163,0,0,0,0,0,0,0,8.7,7.0138,High(151-200),0,0,0,0,0,0
L,302.5,311.2,1545,40.1,165,0,0,0,0,0,0,0,8.7,6.4874,High(151-200),0,0,0,0,0,0
L,302.5,311.2,1227,60.1,167,0,0,0,0,0,0,0,8.7,7.7217,High(151-200),0,1,1,1,0,0
L,302.4,311.1,1484,45.9,169,0,0,0,0,0,0,0,8.7,7.1325,High(151-200),0,0,0,0,0,0
L,302.3,311.0,1591,32.7,171,0,0,0,0,0,0,0,8.7,5.4477,High(151-200),0,0,0,0,0,0
L,302.3,310.9,1403,47.2,173,0,0,0,0,0,0,0,8.6,6.9342,High(151-200),0,1,1,1,0,0
M,302.3,311.0,1450,45.7,175,0,0,0,0,0,0,1,8.7,6.9387,High(151-200),0,0,0,0,0,0
L,302.3,310.9,1720,28.1,178,0,0,0,0,0,0,0,8.6,5.0609,High(151-200),0,0,0,0,0,0
L,302.3,311.0,1561,37.2,180,0,0,0,0,0,0,0,8.7,6.0805,High(151-200),0,0,0,0,0,0
M,302.3,311.0,1421,41.3,182,0,0,0,0,0,0,1,8.7,6.1453,High(151-200),0,0,1,0,0,0
H,302.2,310.9,1415,48.4,185,0,0,0,0,0,0,2,8.7,7.1713,High(151-200),0,1,1,1,0,0
L,302.3,310.9,2034,19.7,190,0,0,0,0,0,0,0,8.6,4.1958,High(151-200),0,0,0,0,0,0
L,302.4,311.0,1486,40.4,192,0,0,0,0,0,0,0,8.6,6.2863,High(151-200),0,0,0,0,0,0
L,302.4,311.0,1338,67.6,194,1,0,0,1,1,0,0,8.6,9.4711,High(151-200),0,1,1,1,0,2
H,302.4,311.1,1578,32.3,196,0,0,0,0,0,0,2,8.7,5.3371,High(151-200),0,0,0,0,0,0
M,302.4,311.2,1330,58.6,201,0,0,0,0,0,0,1,8.8,8.161,Critical(>200),1,1,1,1,0,0
H,302.4,311.2,1506,40.8,204,0,0,0,0,0,0,2,8.8,6.434,Critical(>200),1,0,0,0,0,0
L,302.5,311.4,1559,37.6,209,0,0,0,0,0,0,0,8.9,6.1381,Critical(>200),1,0,0,0,0,0
L,302.6,311.5,1599,37.0,211,0,0,0,0,0,0,0,8.9,6.1951,Critical(>200),1,0,0,0,0,0
L,302.6,311.5,1427,38.9,213,0,0,0,0,0,0,0,8.9,5.8126,Critical(>200),1,0,0,0,0,0
M,302.5,311.5,1481,41.1,215,0,0,0,0,0,0,1,9.0,6.3737,Critical(>200),1,0,0,0,0,0
H,302.5,311.5,1496,43.8,218,0,0,0,0,0,0,2,9.0,6.8612,Critical(>200),1,0,0,0,0,0
L,302.5,311.4,1674,27.0,223,0,0,0,0,0,0,0,8.9,4.7328,Critical(>200),1,0,0,0,0,0
M,302.5,311.4,1629,31.7,225,0,0,0,0,0,0,1,8.9,5.4073,Critical(>200),1,0,0,0,0,0
H,302.6,311.5,1629,34.4,228,1,1,0,0,0,0,2,8.9,5.8678,Critical(>200),1,0,0,0,0,1
L,302.6,311.6,1311,53.2,0,0,0,0,0,0,0,0,9.0,7.3032,Fresh(0-50),0,1,1,1,0,0
M,302.7,311.6,2709,9.7,2,1,0,0,1,0,0,1,8.9,2.7515,Fresh(0-50),0,0,0,0,0,1
M,302.7,311.7,1759,29.9,5,0,0,0,0,0,0,1,9.0,5.5072,Fresh(0-50),0,0,0,0,0,0
L,302.7,311.7,1480,45.2,8,0,0,0,0,0,0,0,9.0,7.0048,Fresh(0-50),0,0,0,0,0,0
L,302.7,311.8,1461,46.1,10,0,0,0,0,0,0,0,9.1,7.0526,Fresh(0-50),0,0,0,0,0,0
M,302.7,311.8,1728,30.0,12,0,0,0,0,0,0,1,9.1,5.4283,Fresh(0-50),0,0,0,0,0,0
L,302.7,311.9,1389,46.5,15,0,0,0,0,0,0,0,9.2,6.7632,Fresh(0-50),0,0,1,0,0,0
L,302.6,311.8,1638,35.1,17,0,0,0,0,0,0,0,9.2,6.0203,Fresh(0-50),0,0,0,0,0,0
L,302.6,311.7,1254,54.1,19,0,0,0,0,0,0,0,9.1,7.1038,Fresh(0-50),0,1,1,1,0,0
L,302.6,311.8,1427,50.1,21,0,0,0,0,0,0,0,9.2,7.4861,Fresh(0-50),0,1,0,0,0,0
L,302.6,311.8,1627,31.8,23,0,0,0,0,0,0,0,9.2,5.4177,Fresh(0-50),0,0,0,0,0,0
H,302.6,311.7,1471,48.3,25,0,0,0,0,0,0,2,9.1,7.4397,Fresh(0-50),0,1,0,0,0,0
L,302.6,311.7,1773,27.1,30,0,0,0,0,0,0,0,9.1,5.0312,Fresh(0-50),0,0,0,0,0,0
M,302.6,311.7,1430,51.7,32,0,0,0,0,0,0,1,9.1,7.7415,Fresh(0-50),0,1,0,0,0,0
L,302.5,311.6,1595,29.5,35,0,0,0,0,0,0,0,9.1,4.927,Fresh(0-50),0,0,0,0,0,0
L,302.5,311.5,1521,44.1,37,0,0,0,0,0,0,0,9.0,7.0237,Fresh(0-50),0,0,0,0,0,0
L,302.5,311.6,1419,43.7,39,0,0,0,0,0,0,0,9.1,6.4932,Fresh(0-50),0,0,1,0,0,0
M,302.4,311.4,1534,40.1,41,0,0,0,0,0,0,1,9.0,6.4412,Fresh(0-50),0,0,0,0,0,0
H,302.5,311.5,1626,36.0,44,0,0,0,0,0,0,2,9.0,6.1294,Fresh(0-50),0,0,0,0,0,0
L,302.5,311.5,1677,29.2,49,0,0,0,0,0,0,0,9.0,5.1276,Fresh(0-50),0,0,0,0,0,0
L,302.4,311.3,1392,50.5,51,0,0,0,0,0,0,0,8.9,7.3608,Low(51-100),0,1,1,1,0,0
L,302.4,311.2,1448,50.5,53,0,0,0,0,0,0,0,8.8,7.657,Low(51-100),0,1,0,0,0,0
L,302.3,311.2,1903,22.9,55,0,0,0,0,0,0,0,8.9,4.5632,Low(51-100),0,0,0,0,0,0
L,302.4,311.2,1404,52.0,57,0,0,0,0,0,0,0,8.8,7.6448,Low(51-100),0,1,1,1,0,0
L,302.3,311.2,1386,53.5,59,0,0,0,0,0,0,0,8.9,7.7645,Low(51-100),0,1,1,1,0,0
L,302.2,311.1,1418,47.0,61,0,0,0,0,0,0,0,8.9,6.9786,Low(51-100),0,1,1,1,0,0
M,302.3,311.1,1338,53.3,63,0,0,0,0,0,0,1,8.8,7.4676,Low(51-100),0,1,1,1,0,0
L,302.3,311.2,1549,40.6,66,0,0,0,0,0,0,0,8.9,6.5853,Low(51-100),0,0,0,0,0,0
M,302.3,311.2,1432,42.7,68,0,0,0,0,0,0,1,8.9,6.4028,Low(51-100),0,0,0,0,0,0
M,302.3,311.2,1546,40.0,71,0,0,0,0,0,0,1,8.9,6.4754,Low(51-100),0,0,0,0,0,0
M,302.2,311.2,1627,33.2,74,0,0,0,0,0,0,1,9.0,5.6562,Low(51-100),0,0,0,0,0,0
M,302.2,311.1,1640,32.8,77,0,0,0,0,0,0,1,8.9,5.6327,Low(51-100),0,0,0,0,0,0
M,302.1,311.1,1423,36.8,80,0,0,0,0,0,0,1,9.0,5.4834,Low(51-100),0,0,0,0,0,0
M,302.1,311.0,1711,28.7,83,0,0,0,0,0,0,1,8.9,5.142,Low(51-100),0,0,0,0,0,0
M,302.1,311.1,1450,51.6,86,0,0,0,0,0,0,1,9.0,7.8346,Low(51-100),0,1,0,0,0,0
H,302.2,311.1,1553,34.1,89,0,0,0,0,0,0,2,8.9,5.5453,Low(51-100),0,0,0,0,0,0
L,302.2,311.1,1630,34.6,94,0,0,0,0,0,0,0,8.9,5.9055,Low(51-100),0,0,0,0,0,0
H,302.2,311.1,1476,39.6,96,0,0,0,0,0,0,2,8.9,6.1204,Low(51-100),0,0,0,0,0,0
H,302.2,311.1,1426,50.6,101,0,0,0,0,0,0,2,8.9,7.5556,Medium(101-150),0,1,0,0,0,0
M,302.2,311.2,1561,34.9,106,0,0,0,0,0,0,1,9.0,5.7046,Medium(101-150),0,0,0,0,0,0
L,302.3,311.2,1297,62.5,109,0,0,0,0,0,0,0,8.9,8.4882,Medium(101-150),0,1,1,1,0,0
M,302.3,311.2,1842,23.9,111,0,0,0,0,0,0,1,8.9,4.6098,Medium(101-150),0,0,0,0,0,0
L,302.3,311.2,1633,36.4,114,0,0,0,0,0,0,0,8.9,6.2242,Medium(101-150),0,0,0,0,0,0
H,302.3,311.3,1744,30.3,116,0,0,0,0,0,0,2,9.0,5.5333,Medium(101-150),0,0,0,0,0,0
L,302.4,311.4,1831,26.9,121,0,0,0,0,0,0,0,9.0,5.1575,Medium(101-150),0,0,0,0,0,0
M,302.3,311.3,1339,50.8,123,0,0,0,0,0,0,1,9.0,7.1226,Medium(101-150),0,1,1,1,0,0
L,302.4,311.4,1475,40.4,126,0,0,0,0,0,0,0,9.0,6.2398,Medium(101-150),0,0,0,0,0,0
M,302.4,311.4,1675,29.6,128,0,0,0,0,0,0,1,9.0,5.1916,Medium(101-150),0,0,0,0,0,0
L,302.5,311.5,1493,35.1,131,0,0,0,0,0,0,0,9.0,5.4874,Medium(101-150),0,0,0,0,0,0
L,302.5,311.5,1700,29.5,133,0,0,0,0,0,0,0,9.0,5.2513,Medium(101-150),0,0,0,0,0,0
L,302.6,311.6,1453,37.0,135,0,0,0,0,0,0,0,9.0,5.6294,Medium(101-150),0,0,0,0,0,0
L,302.6,311.7,1542,34.1,137,0,0,0,0,0,0,0,9.1,5.506,Medium(101-150),0,0,0,0,0,0
M,302.5,311.5,1358,52.7,139,0,0,0,0,0,0,1,9.0,7.4939,Medium(101-150),0,1,1,1,0,0
H,302.5,311.5,1655,32.3,142,0,0,0,0,0,0,2,9.0,5.5975,Medium(101-150),0,0,0,0,0,0
L,302.6,311.5,1885,27.5,147,0,0,0,0,0,0,0,8.9,5.428,Medium(101-150),0,0,0,0,0,0
L,302.7,311.5,1494,41.4,149,0,0,0,0,0,0,0,8.8,6.4766,Medium(101-150),0,0,0,0,0,0
M,302.6,311.4,1757,29.5,151,0,0,0,0,0,0,1,8.8,5.4274,High(151-200),0,0,0,0,0,0
M,302.6,311.4,1718,31.2,154,0,0,0,0,0,0,1,8.8,5.6127,High(151-200),0,0,0,0,0,0
M,302.5,311.4,1636,35.0,157,0,0,0,0,0,0,1,8.9,5.9958,High(151-200),0,0,0,0,0,0
L,302.6,311.6,1638,29.6,160,0,0,0,0,0,0,0,9.0,5.0769,High(151-200),0,0,0,0,0,0
L,302.6,311.5,1609,36.0,162,0,0,0,0,0,0,0,8.9,6.0653,High(151-200),0,0,0,0,0,0
H,302.7,311.5,1556,35.0,164,0,0,0,0,0,0,2,8.8,5.7026,High(151-200),0,0,0,0,0,0
L,302.6,311.5,1442,59.8,169,1,0,0,1,0,0,0,8.9,9.0295,High(151-200),0,1,0,0,0,1
M,302.7,311.6,1501,38.8,171,0,0,0,0,0,0,1,8.9,6.0983,High(151-200),0,0,0,0,0,0
M,302.6,311.6,2041,19.2,174,0,0,0,0,0,0,1,9.0,4.1034,High(151-200),0,0,0,0,0,0
M,302.7,311.7,1784,25.1,177,0,0,0,0,0,0,1,9.0,4.6888,High(151-200),0,0,0,0,0,0
L,302.6,311.6,1953,22.4,180,0,0,0,0,0,0,0,9.0,4.5809,High(151-200),0,0,0,0,0,0
L,302.6,311.6,1576,34.7,182,0,0,0,0,0,0,0,9.0,5.7264,High(151-200),0,0,0,0,0,0
M,302.6,311.6,1518,39.0,184,0,0,0,0,0,0,1,9.0,6.1992,High(151-200),0,0,0,0,0,0
M,302.6,311.6,1227,68.2,187,1,0,0,0,1,0,1,9.0,8.7625,High(151-200),0,1,1,1,0,1
L,302.5,311.5,1985,18.8,190,0,0,0,0,0,0,0,9.0,3.9076,High(151-200),0,0,0,0,0,0
L,302.5,311.5,1802,26.4,192,0,0,0,0,0,0,0,9.0,4.9814,High(151-200),0,0,0,0,0,0
L,302.5,311.5,1603,32.4,194,0,0,0,0,0,0,0,9.0,5.4385,High(151-200),0,0,0,0,0,0
L,302.5,311.6,1400,54.0,196,0,0,0,0,0,0,0,9.1,7.9162,High(151-200),0,1,1,1,0,0
L,302.3,311.5,1395,54.2,198,0,0,0,0,0,0,0,9.2,7.9172,High(151-200),0,1,1,1,0,0
L,302.2,311.4,1987,19.9,200,0,0,0,0,0,0,0,9.2,4.1405,High(151-200),0,0,0,0,0,0
M,302.2,311.4,1398,47.2,202,0,0,0,0,0,0,1,9.2,6.9095,Critical(>200),1,1,1,1,0,0
L,302.3,311.4,1333,66.7,205,1,0,0,1,1,0,0,9.1,9.3101,Critical(>200),1,1,1,1,0,2
L,302.2,311.2,1381,49.4,207,0,0,0,0,0,0,0,9.0,7.1436,Critical(>200),1,1,1,1,0,0
L,302.2,311.3,1570,36.1,0,0,0,0,0,0,0,0,9.1,5.9348,Fresh(0-50),0,0,0,0,0,0
M,302.2,311.3,1658,31.0,2,0,0,0,0,0,0,1,9.1,5.382,Fresh(0-50),0,0,0,0,0,0
H,302.2,311.3,1749,29.2,5,0,0,0,0,0,0,2,9.1,5.3477,Fresh(0-50),0,0,0,0,0,0
M,302.2,311.3,1510,37.1,10,0,0,0,0,0,0,1,9.1,5.8661,Fresh(0-50),0,0,0,0,0,0
L,302.3,311.5,1384,50.8,13,0,0,0,0,0,0,0,9.2,7.362,Fresh(0-50),0,1,1,1,0,0
L,302.3,311.4,1570,37.2,15,0,0,0,0,0,0,0,9.1,6.1156,Fresh(0-50),0,0,0,0,0,0
M,302.3,311.4,1571,32.7,17,0,0,0,0,0,0,1,9.1,5.3792,Fresh(0-50),0,0,0,0,0,0
L,302.3,311.4,1476,37.3,20,0,0,0,0,0,0,0,9.1,5.7649,Fresh(0-50),0,0,0,0,0,0
M,302.3,311.4,1484,39.5,22,0,0,0,0,0,0,1,9.1,6.138,Fresh(0-50),0,0,0,0,0,0
M,302.3,311.4,1909,23.2,25,0,0,0,0,0,0,1,9.1,4.6376,Fresh(0-50),0,0,0,0,0,0
L,302.3,311.5,1448,49.6,28,0,0,0,0,0,0,0,9.2,7.5205,Fresh(0-50),0,1,0,0,0,0
M,302.3,311.4,1500,40.2,30,0,0,0,0,0,0,1,9.1,6.3141,Fresh(0-50),0,0,0,0,0,0
L,302.2,311.4,1510,44.9,33,0,0,0,0,0,0,0,9.2,7.0994,Fresh(0-50),0,0,0,0,0,0
L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0,0,9.1,8.0083,Fresh(0-50),0,1,1,1,0,0
M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,1,9.2,6.0232,Fresh(0-50),0,0,0,0,0,0
L,302.2,311.4,1390,48.1,40,0,0,0,0,0,0,0,9.2,7.0009,Fresh(0-50),0,1,1,1,0,0
M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0,1,9.2,5.5192,Fresh(0-50),0,0,0,0,0,0
L,302.4,311.5,1785,24.8,45,0,0,0,0,0,0,0,9.1,4.6354,Fresh(0-50),0,0,0,0,0,0
H,302.3,311.5,1526,38.2,47,0,0,0,0,0,0,2,9.2,6.104,Fresh(0-50),0,0,0,0,0,0
M,302.3,311.6,1668,33.2,52,0,0,0,0,0,0,1,9.3,5.7987,Low(51-100),0,0,0,0,0,0
L,302.3,311.5,1507,37.5,55,0,0,0,0,0,0,0,9.2,5.9175,Low(51-100),0,0,0,0,0,0
L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0,0,9.2,6.0559,Low(51-100),0,0,0,0,0,0
M,302.3,311.4,1479,45.6,59,0,0,0,0,0,0,1,9.1,7.062,Low(51-100),0,0,0,0,0,0
M,302.3,311.4,1418,41.3,62,0,0,0,0,0,0,1,9.1,6.1323,Low(51-100),0,0,1,0,0,0
L,302.3,311.4,1504,38.7,65,0,0,0,0,0,0,0,9.1,6.0947,Low(51-100),0,0,0,0,0,0
M,302.3,311.4,1345,47.6,67,0,0,0,0,0,0,1,9.1,6.7039,Low(51-100),0,1,1,1,0,0
H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0,2,9.2,6.0236,Low(51-100),0,0,0,0,0,0
L,302.3,311.4,1511,34.7,75,0,0,0,0,0,0,0,9.1,5.4902,Low(51-100),0,0,0,0,0,0
L,302.3,311.4,1535,41.8,77,0,0,0,0,0,0,0,9.1,6.7186,Low(51-100),0,0,0,0,0,0
L,302.4,311.5,1505,37.9,79,0,0,0,0,0,0,0,9.1,5.9727,Low(51-100),0,0,0,0,0,0
H,302.4,311.5,1540,43.7,81,0,0,0,0,0,0,2,9.1,7.0469,Low(51-100),0,0,0,0,0,0
H,302.3,311.4,1372,46.0,86,0,0,0,0,0,0,2,9.1,6.6086,Low(51-100),0,0,1,0,0,0
M,302.2,311.3,1510,36.6,91,0,0,0,0,0,0,1,9.1,5.787,Low(51-100),0,0,0,0,0,0
L,302.2,311.3,1382,46.4,94,0,0,0,0,0,0,0,9.1,6.7146,Low(51-100),0,0,1,0,0,0
L,302.3,311.3,1439,41.8,96,0,0,0,0,0,0,0,9.0,6.2985,Low(51-100),0,0,0,0,0,0
M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0,1,9.1,6.767,Low(51-100),0,1,1,1,0,0
M,302.2,311.3,1931,21.9,101,0,0,0,0,0,0,1,9.1,4.4282,Medium(101-150),0,0,0,0,0,0
L,302.2,311.3,1475,48.6,104,0,0,0,0,0,0,0,9.1,7.5063,Medium(101-150),0,1,0,0,0,0
L,302.2,311.3,1389,46.9,106,0,0,0,0,0,0,0,9.1,6.8214,Medium(101-150),0,1,1,1,0,0
L,302.3,311.3,1652,32.8,108,0,0,0,0,0,0,0,9.0,5.6739,Medium(101-150),0,0,0,0,0,0
L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,0,8.9,7.3001,Medium(101-150),0,1,1,1,0,0
M,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,1,9.1,4.9209,Medium(101-150),0,0,0,0,0,0
M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0,1,9.0,6.5169,Medium(101-150),0,0,0,0,0,0
L,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,0,9.1,6.5414,Medium(101-150),0,0,0,0,0,0
L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,0,9.1,5.5022,Medium(101-150),0,0,0,0,0,0
H,302.2,311.2,1692,28.2,122,0,0,0,0,0,0,2,9.0,4.9963,Medium(101-150),0,0,0,0,0,0
L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0,0,9.0,6.0587,Medium(101-150),0,0,0,0,0,0
L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,0,9.0,5.7631,Medium(101-150),0,0,0,0,0,0
L,302.3,311.3,1324,47.8,131,0,0,0,0,0,0,0,9.0,6.6269,Medium(101-150),0,1,1,1,0,0
L,302.3,311.4,1434,40.3,133,0,0,0,0,0,0,0,9.1,6.0513,Medium(101-150),0,0,0,0,0,0
L,302.3,311.3,1621,31.6,135,0,0,0,0,0,0,0,9.0,5.3637,Medium(101-150),0,0,0,0,0,0
M,302.3,311.3,1625,33.1,137,0,0,0,0,0,0,1,9.0,5.6322,Medium(101-150),0,0,0,0,0,0
L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0,0,8.9,7.8385,Medium(101-150),0,1,1,1,0,0
L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0,0,8.9,5.8292,Medium(101-150),0,0,0,0,0,0
L,302.0,311.0,1420,45.9,144,0,0,0,0,0,0,0,9.0,6.8249,Medium(101-150),0,0,1,0,0,0
L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,0,9.1,7.4897,Medium(101-150),0,1,1,1,0,0
H,302.1,311.2,1598,37.9,148,0,0,0,0,0,0,2,9.1,6.3418,Medium(101-150),0,0,0,0,0,0
L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0,0,9.1,9.0133,High(151-200),0,1,0,0,0,1
L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0,0,9.1,6.251,High(151-200),0,0,0,0,0,0
L,302.0,311.1,1373,55.7,157,0,0,0,0,0,0,0,9.1,8.008,High(151-200),0,1,1,1,0,0
M,302.0,311.1,1406,48.8,159,0,0,0,0,0,0,1,9.1,7.1846,High(151-200),0,1,1,1,0,0
L,302.1,311.2,1492,45.0,162,0,0,0,0,0,0,0,9.1,7.0304,High(151-200),0,0,0,0,0,0
L,302.1,311.2,1369,50.8,164,0,0,0,0,0,0,0,9.1,7.2822,High(151-200),0,1,1,1,0,0
M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,1,9.0,6.4539,High(151-200),0,0,0,0,0,0
L,302.2,311.2,1630,36.0,169,0,0,0,0,0,0,0,9.0,6.1445,High(151-200),0,0,0,0,0,0
M,302.1,311.1,1605,37.6,171,0,0,0,0,0,0,1,9.0,6.3192,High(151-200),0,0,0,0,0,0
L,302.2,311.1,1447,52.1,174,0,0,0,0,0,0,0,8.9,7.8941,High(151-200),0,1,0,0,0,0
M,302.2,311.2,1360,52.8,176,0,0,0,0,0,0,1,9.0,7.5192,High(151-200),0,1,1,1,0,0
M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0,1,8.9,6.152,High(151-200),0,0,0,0,0,0
